order_id,ordered_at,city,cuisine,weather_condition,traffic_level,courier_type,delivery_tier,order_value_usd,item_count,prep_time_minutes,courier_distance_km,courier_rating,batch_size,active_orders_nearby,restaurant_backlog_orders,promised_delivery_minutes,actual_delivery_minutes,tip_rate,customer_rating,was_late
FDS-700447,2025-01-12T05:45:00,Seattle,burger,cold,medium,bike,priority,34.55,4,17,4.73,4.48,1,61,22,36.7,95.7,0.119,2.28,1
FDS-700448,2025-01-12T06:20:00,Austin,indian,clear,medium,bike,standard,13.55,3,18,3.8,4.46,1,28,19,37.1,86.3,0.124,2.72,1
FDS-700449,2025-01-12T06:55:00,Austin,indian,storm,high,car,priority,22.6,5,19,6.73,4.69,2,60,12,49.3,109.9,0.055,2.86,1
FDS-700450,2025-01-12T07:30:00,Seattle,mexican,rain,high,scooter,standard,39.69,1,25,4.83,4.7,1,36,12,48.9,82.3,0.134,3.27,1
FDS-700451,2025-01-12T08:05:00,Chicago,thai,clear,medium,car,standard,20.82,1,18,2.66,5,1,45,4,32.9,65.0,0.204,3.32,1
FDS-700452,2025-01-12T08:40:00,Seattle,thai,rain,medium,bike,priority,29.86,7,27,5.23,5,1,58,9,48.1,83.6,0.121,2.73,1
FDS-700453,2025-01-12T09:15:00,Austin,pizza,clear,medium,car,standard,45.31,1,26,2.19,4.55,1,38,3,40.0,62.4,0.088,3.6,1
FDS-700454,2025-01-12T09:50:00,Austin,pizza,clear,medium,scooter,standard,33.6,7,29,5.83,4.67,1,23,8,59.8,78.2,0.058,4.06,1
FDS-700455,2025-01-12T10:25:00,Seattle,pizza,clear,high,scooter,scheduled,25.14,4,30,6.2,4.4,1,46,11,62.0,91.0,0.084,3.31,1
FDS-700456,2025-01-12T11:00:00,Phoenix,sushi,cold,medium,walker,priority,24.12,4,24,7.85,4.75,1,54,5,55.3,98.3,0.183,3.09,1
FDS-700457,2025-01-12T11:35:00,Chicago,sushi,rain,low,scooter,priority,42.42,3,20,4.52,4.19,2,45,4,38.7,62.7,0.143,3.17,1
FDS-700458,2025-01-12T12:10:00,Chicago,salad,clear,high,bike,priority,9.86,5,24,3.33,4.65,2,67,1,39.7,90.0,0.038,3.01,1
FDS-700459,2025-01-12T12:45:00,Austin,burger,heatwave,medium,car,standard,31.9,1,11,6.93,4.58,1,35,0,44.0,58.6,0.052,3.23,1
FDS-700460,2025-01-12T13:20:00,Chicago,mexican,heatwave,high,car,standard,20.62,4,11,7.09,4.63,2,27,13,45.5,68.7,0.072,2.8,1
FDS-700461,2025-01-12T13:55:00,New York,mexican,heatwave,low,car,priority,26.63,1,24,4.66,4.99,1,28,14,43.9,64.3,0.02,3.0,1
FDS-700462,2025-01-12T14:30:00,Austin,indian,storm,medium,scooter,priority,38.14,5,31,6.33,4.53,3,33,10,60.6,110.0,0.024,3.13,1
FDS-700463,2025-01-12T15:05:00,Atlanta,burger,storm,severe,car,standard,31.17,3,24,4.83,5,1,11,7,48.3,96.1,0.145,2.29,1
FDS-700464,2025-01-12T15:40:00,Phoenix,burger,rain,medium,bike,standard,33.51,2,14,4.36,5,1,21,0,35.7,58.5,0.142,2.96,1
FDS-700465,2025-01-12T16:15:00,Austin,mexican,clear,severe,bike,standard,35.08,2,18,6.2,4.5,1,68,12,51.3,112.0,0.113,3.17,1
FDS-700466,2025-01-12T16:50:00,Seattle,mexican,heatwave,severe,car,standard,21.93,3,19,4.17,4.25,1,39,12,41.4,93.4,0.045,2.71,1
FDS-700467,2025-01-12T17:25:00,New York,burger,rain,medium,scooter,priority,12.8,5,27,4.23,4.82,1,42,21,44.3,91.7,0.093,3.1,1
FDS-700468,2025-01-12T18:00:00,Seattle,sushi,rain,low,walker,standard,35.85,3,34,3.89,4.42,1,22,0,55.9,89.8,0.169,3.04,1
FDS-700469,2025-01-12T18:35:00,Seattle,thai,rain,low,car,standard,38.93,3,22,7.27,4.85,1,55,6,58.6,92.5,0.104,3.18,1
FDS-700470,2025-01-12T19:10:00,Atlanta,thai,heatwave,medium,car,standard,18.61,4,22,6.44,4.49,2,46,0,52.2,80.9,0.056,3.05,1
FDS-700471,2025-01-12T19:45:00,Atlanta,thai,rain,severe,car,standard,45.0,4,25,4.8,4.69,1,26,2,48.5,92.7,0.151,2.84,1
FDS-700472,2025-01-12T20:20:00,New York,burger,rain,severe,scooter,standard,26.45,2,17,4.19,4.74,1,29,8,40.0,82.0,0.079,2.95,1
FDS-700473,2025-01-12T20:55:00,Atlanta,salad,clear,medium,bike,standard,17.74,3,13,4.35,4.52,1,63,12,36.2,76.9,0.064,2.74,1
FDS-700474,2025-01-12T21:30:00,Austin,indian,heatwave,high,car,priority,52.15,5,19,5.14,4.42,1,19,13,40.2,72.0,0.117,3.27,1
FDS-700475,2025-01-12T22:05:00,Seattle,sushi,heatwave,medium,car,standard,32.32,6,29,1.45,4.61,1,49,15,39.0,73.0,0.164,3.29,1
FDS-700476,2025-01-12T22:40:00,Chicago,salad,cold,low,scooter,priority,44.07,5,26,7.19,4.49,1,54,9,55.1,86.3,0.061,3.38,1
FDS-700477,2025-01-12T23:15:00,Austin,indian,clear,medium,car,standard,30.5,4,16,3.13,4.58,1,67,10,35.4,68.5,0.095,2.79,1
FDS-700478,2025-01-12T23:50:00,New York,thai,heatwave,high,car,priority,37.92,3,19,3.14,4.52,1,65,7,34.1,81.6,0.178,2.65,1
FDS-700479,2025-01-13T00:25:00,Atlanta,pizza,clear,medium,walker,standard,23.59,5,28,5.5,4.75,2,37,10,56.2,100.7,0.087,2.71,1
FDS-700480,2025-01-13T01:00:00,Austin,mexican,heatwave,severe,car,standard,37.26,4,28,8.71,4.52,2,48,15,71.5,130.7,0.101,2.78,1
FDS-700481,2025-01-13T01:35:00,New York,salad,clear,high,car,standard,36.76,1,10,5.44,4.82,1,43,25,38.1,84.6,0.099,3.39,1
FDS-700482,2025-01-13T02:10:00,Atlanta,thai,rain,severe,walker,standard,27.99,3,30,3.61,5,1,36,4,48.9,100.2,0.125,2.65,1
FDS-700483,2025-01-13T02:45:00,New York,burger,heatwave,high,walker,scheduled,15.83,5,30,4.13,4.88,1,46,18,56.3,105.5,0.088,2.84,1
FDS-700484,2025-01-13T03:20:00,Chicago,burger,clear,medium,scooter,scheduled,35.08,2,29,3.72,4.83,2,53,14,53.5,79.4,0.056,3.79,1
FDS-700485,2025-01-13T03:55:00,Seattle,sushi,cold,medium,car,standard,20.29,1,19,7.16,5,1,16,14,53.6,89.1,0.067,2.91,1
FDS-700486,2025-01-13T04:30:00,Austin,salad,storm,medium,scooter,standard,32.81,2,19,5.7,5,1,29,6,50.4,81.6,0.02,3.37,1
FDS-700487,2025-01-13T05:05:00,Austin,indian,clear,low,scooter,scheduled,23.01,8,41,2.2,4.69,1,62,2,58.2,91.6,0.087,3.07,1
FDS-700488,2025-01-13T05:40:00,Seattle,mexican,rain,high,bike,standard,30.64,2,18,3.45,4.71,2,18,0,36.9,61.2,0.108,3.41,1
FDS-700489,2025-01-13T06:15:00,Austin,salad,heatwave,low,car,standard,31.25,1,17,8.29,4.7,1,65,4,58.9,79.6,0.051,3.46,1
FDS-700490,2025-01-13T06:50:00,Atlanta,indian,heatwave,medium,scooter,standard,37.59,4,19,3.27,4.81,1,20,7,38.2,56.4,0.058,3.18,1
FDS-700491,2025-01-13T07:25:00,Phoenix,mexican,clear,medium,walker,standard,36.18,8,27,6.24,4.87,2,53,9,56.6,94.7,0.02,3.67,1
FDS-700492,2025-01-13T08:00:00,Phoenix,pizza,clear,severe,walker,standard,32.47,3,28,3.96,4.8,1,55,6,51.6,98.9,0.18,3.22,1
FDS-700493,2025-01-13T08:35:00,New York,salad,rain,low,car,standard,31.5,4,24,6.97,4.81,2,17,22,56.4,85.8,0.078,3.98,1
FDS-700494,2025-01-13T09:10:00,Seattle,indian,storm,medium,car,standard,27.68,3,23,2.01,4.93,1,32,15,35.9,88.8,0.075,3.8,1
FDS-700495,2025-01-13T09:45:00,Atlanta,sushi,rain,severe,bike,standard,9,4,23,2.85,4.93,1,71,14,41.3,98.8,0.105,3.16,1
FDS-700496,2025-01-13T10:20:00,Atlanta,thai,rain,medium,car,standard,9,4,27,4.62,4.51,1,52,5,49.7,93.4,0.032,3.02,1
FDS-700497,2025-01-13T10:55:00,Seattle,sushi,cold,medium,car,standard,27.06,4,17,3.92,4.82,1,32,2,37.9,57.6,0.157,3.51,1
FDS-700498,2025-01-13T11:30:00,Phoenix,indian,rain,low,car,priority,22.88,3,19,4.23,4.52,1,55,7,39.0,65.2,0.027,3.66,1
FDS-700499,2025-01-13T12:05:00,Seattle,mexican,clear,low,scooter,standard,27.01,6,30,3.99,4.49,1,59,10,50.3,79.2,0.076,3.76,1
FDS-700500,2025-01-13T12:40:00,New York,burger,heatwave,medium,walker,priority,23.97,4,24,4.99,5,2,34,10,43.0,95.5,0.145,2.8,1
FDS-700501,2025-01-13T13:15:00,Austin,burger,clear,high,walker,standard,18.05,3,23,5.39,5,1,48,7,49.1,106.4,0.104,2.71,1
FDS-700502,2025-01-13T13:50:00,Seattle,thai,clear,low,bike,scheduled,29.3,6,26,0.9,4.84,1,37,4,38.8,50.1,0.034,3.7,1
FDS-700503,2025-01-13T14:25:00,Atlanta,indian,clear,high,bike,standard,13.95,3,28,7.18,4.34,1,41,13,64.5,103.9,0.063,2.6,1
FDS-700504,2025-01-13T15:00:00,New York,sushi,clear,medium,scooter,standard,15.62,3,22,5.62,4.84,1,60,21,53.1,91.0,0.103,2.83,1
FDS-700505,2025-01-13T15:35:00,Chicago,indian,clear,medium,scooter,standard,30.68,5,30,2.74,4.65,1,50,2,46.3,66.1,0.128,3.85,1
FDS-700506,2025-01-13T16:10:00,New York,salad,rain,low,scooter,priority,10.33,1,25,9.19,4.81,2,44,2,66.2,101.5,0.169,3.72,1
FDS-700507,2025-01-13T16:45:00,New York,thai,clear,medium,car,priority,22.86,3,22,6.96,4.69,1,33,9,52.9,74.9,0.146,3.18,1
FDS-700508,2025-01-13T17:20:00,Austin,burger,clear,medium,bike,standard,12.13,6,31,6.79,4.55,1,55,18,65.8,105.9,0.095,2.9,1
FDS-700509,2025-01-13T17:55:00,Chicago,indian,clear,medium,car,standard,17.13,2,21,6.34,4.56,1,57,15,54.5,99.9,0.193,2.96,1
FDS-700510,2025-01-13T18:30:00,Seattle,indian,rain,high,scooter,standard,25.77,3,26,6.49,4.93,1,30,17,57.0,105.0,0.105,3.09,1
FDS-700511,2025-01-13T19:05:00,Phoenix,mexican,clear,high,car,standard,16.4,3,14,5.96,4.98,1,84,7,45.7,95.3,0.113,2.83,1
FDS-700512,2025-01-13T19:40:00,Chicago,thai,clear,high,car,standard,16.16,2,20,3.27,4.64,1,58,12,41.5,82.8,0.173,3.2,1
FDS-700513,2025-01-13T20:15:00,Austin,burger,heatwave,high,walker,standard,46.34,5,34,0.53,5,1,66,19,43.6,104.9,0.056,3.11,1
FDS-700514,2025-01-13T20:50:00,New York,thai,clear,severe,car,standard,44.29,3,22,5.88,4.53,1,30,6,51.0,98.0,0.108,2.96,1
FDS-700515,2025-01-13T21:25:00,Austin,sushi,clear,medium,car,standard,27.47,1,22,4.28,4.62,2,36,5,44.2,71.5,0.024,3.53,1
FDS-700516,2025-01-13T22:00:00,Seattle,mexican,cold,low,bike,priority,23.58,4,26,4.46,4.54,1,35,9,47.6,69.8,0.09,3.65,1
FDS-700517,2025-01-13T22:35:00,Seattle,burger,clear,medium,car,standard,38.29,2,23,8.54,5,1,23,11,66.5,79.1,0.04,3.31,1
FDS-700518,2025-01-13T23:10:00,Atlanta,salad,heatwave,low,car,standard,23.46,1,14,5.71,4.89,1,35,12,44.3,71.2,0.167,3.29,1
FDS-700519,2025-01-13T23:45:00,New York,indian,storm,medium,car,standard,27.14,4,30,6.18,4.56,1,54,5,59.1,107.9,0.156,2.46,1
FDS-700520,2025-01-14T00:20:00,Phoenix,indian,rain,low,car,standard,26.42,3,12,1.15,4.51,1,62,14,22.5,64.3,0.02,3.08,1
FDS-700521,2025-01-14T00:55:00,Austin,salad,rain,medium,car,scheduled,25.96,4,24,3.44,4.77,1,65,12,45.3,95.7,0.148,2.36,1
FDS-700522,2025-01-14T01:30:00,Austin,pizza,rain,medium,car,standard,28.35,2,21,4.02,4.41,1,38,11,44.8,72.4,0.097,3.41,1
FDS-700523,2025-01-14T02:05:00,Austin,indian,clear,medium,car,standard,37.52,5,30,4.49,4.9,1,43,14,54.4,91.6,0.139,2.7,1
FDS-700524,2025-01-14T02:40:00,Phoenix,pizza,cold,medium,scooter,standard,18.34,1,17,5.41,4.93,1,38,10,46.7,63.6,0.139,3.46,1
FDS-700525,2025-01-14T03:15:00,Austin,salad,storm,medium,scooter,scheduled,32.96,4,27,2.69,4.49,2,15,5,45.9,65.7,0.032,3.62,1
FDS-700526,2025-01-14T03:50:00,Austin,burger,heatwave,medium,car,standard,44.29,4,19,3.25,4.79,1,57,12,35.9,88.1,0.107,2.32,1
FDS-700527,2025-01-14T04:25:00,Austin,thai,clear,medium,car,scheduled,16.67,4,29,4.48,4.91,1,28,13,54.3,78.8,0.104,3.57,1
FDS-700528,2025-01-14T05:00:00,New York,pizza,clear,high,car,standard,16.53,5,25,2.36,4.69,1,27,11,41.2,67.6,0.084,3.7,1
FDS-700529,2025-01-14T05:35:00,New York,salad,storm,high,car,standard,19.4,3,23,4.13,4.45,1,47,10,45.0,96.3,0.127,2.66,1
FDS-700530,2025-01-14T06:10:00,Atlanta,thai,rain,high,car,standard,22.3,2,22,2.65,4.13,1,30,19,40.4,81.9,0.101,2.99,1
FDS-700531,2025-01-14T06:45:00,Austin,indian,cold,high,car,priority,45.26,3,17,1.84,4.57,2,44,3,27.5,64.1,0.083,2.92,1
FDS-700532,2025-01-14T07:20:00,Austin,salad,clear,medium,car,standard,25.48,4,18,5.04,4.55,1,22,1,42.5,72.0,0.17,3.64,1
FDS-700533,2025-01-14T07:55:00,Chicago,salad,heatwave,medium,scooter,standard,22.13,4,26,3.67,4.78,1,56,14,47.4,99.2,0.188,3.3,1
FDS-700534,2025-01-14T08:30:00,Chicago,pizza,heatwave,low,car,standard,42.27,1,28,2.57,4.53,2,15,14,44.6,66.0,0.17,4.12,1
FDS-700535,2025-01-14T09:05:00,Austin,burger,clear,low,car,standard,30.25,1,23,6.21,4.6,1,26,6,53.5,61.0,0.136,4.5,0
FDS-700536,2025-01-14T09:40:00,Austin,salad,heatwave,low,bike,standard,29.03,1,11,5.24,4.31,1,44,18,40.3,75.6,0.02,2.89,1
FDS-700537,2025-01-14T10:15:00,Seattle,salad,storm,medium,car,standard,42.21,3,25,3.74,4.64,1,24,15,46.0,84.6,0.152,3.2,1
FDS-700538,2025-01-14T10:50:00,Atlanta,mexican,rain,medium,bike,priority,27.73,5,26,2.47,5,2,54,12,36.6,69.5,0.168,3.61,1
FDS-700539,2025-01-14T11:25:00,Phoenix,indian,heatwave,severe,car,priority,20.94,6,30,9.01,4.34,1,24,10,68.6,115.8,0.144,3.05,1
FDS-700540,2025-01-14T12:00:00,Chicago,burger,clear,medium,car,standard,29.98,2,17,4.95,4.74,1,8,6,43.5,52.7,0.177,3.99,0
FDS-700541,2025-01-14T12:35:00,New York,indian,rain,low,bike,standard,33.35,2,26,8.69,4.68,1,44,18,66.3,117.4,0.114,2.89,1
FDS-700542,2025-01-14T13:10:00,Chicago,pizza,clear,medium,car,standard,29.92,6,29,3.78,4.76,1,61,5,50.4,84.0,0.045,3.22,1
FDS-700543,2025-01-14T13:45:00,Seattle,salad,clear,medium,bike,standard,28.98,2,18,7.89,4.63,1,44,8,57.5,91.2,0.111,3.38,1
FDS-700544,2025-01-14T14:20:00,Atlanta,salad,rain,medium,car,standard,31.94,4,25,3.6,4.56,1,47,16,47.3,87.0,0.125,2.82,1
FDS-700545,2025-01-14T14:55:00,Phoenix,mexican,clear,severe,walker,standard,28.76,5,30,3.84,4.69,1,41,3,52.1,95.8,0.045,3.29,1
FDS-700546,2025-01-14T15:30:00,Atlanta,sushi,rain,medium,scooter,scheduled,47.09,3,16,2.59,4.56,1,45,11,35.2,65.0,0.05,3.23,1
FDS-700547,2025-01-14T16:05:00,Phoenix,pizza,rain,medium,car,standard,28.03,5,32,5.71,4.65,1,46,5,59.4,94.5,0.104,2.77,1
FDS-700548,2025-01-14T16:40:00,Austin,mexican,clear,medium,scooter,standard,10.46,4,22,3.12,4.55,1,10,10,40.7,55.9,0.127,3.34,1
FDS-700549,2025-01-14T17:15:00,Phoenix,sushi,rain,medium,car,standard,11.75,4,21,4.54,5,1,10,12,45.4,64.8,0.122,3.1,1
FDS-700550,2025-01-14T17:50:00,New York,pizza,storm,high,scooter,priority,25.73,5,30,4.97,4.33,2,12,7,50.8,87.5,0.079,3.15,1
FDS-700551,2025-01-14T18:25:00,Phoenix,burger,rain,severe,car,standard,36.91,4,26,5.64,4.64,1,50,11,54.2,111.8,0.076,2.49,1
FDS-700552,2025-01-14T19:00:00,Phoenix,pizza,storm,medium,car,scheduled,28.86,4,20,1.22,5,1,55,18,32.7,78.4,0.092,2.96,1
FDS-700553,2025-01-14T19:35:00,Austin,burger,rain,medium,scooter,standard,40.32,2,28,4.85,4.6,1,23,7,54.8,91.4,0.037,3.15,1
FDS-700554,2025-01-14T20:10:00,New York,indian,rain,low,bike,standard,17.59,5,30,1.52,4.69,1,29,10,39.7,60.5,0.063,3.65,1
FDS-700555,2025-01-14T20:45:00,Austin,indian,rain,medium,scooter,standard,42.59,4,29,7.26,4.52,1,19,12,67.2,88.9,0.144,2.95,1
FDS-700556,2025-01-14T21:20:00,Atlanta,pizza,heatwave,high,car,priority,24.74,6,27,9.8,4.71,1,31,21,68.8,120.6,0.114,2.57,1
FDS-700557,2025-01-14T21:55:00,Austin,burger,clear,medium,car,standard,31.75,5,27,3.85,4.55,2,36,6,48.5,70.5,0.035,2.89,1
FDS-700558,2025-01-14T22:30:00,Chicago,mexican,clear,medium,scooter,scheduled,23.57,2,18,4.66,4.45,1,50,17,45.6,92.8,0.116,3.26,1
FDS-700559,2025-01-14T23:05:00,Seattle,sushi,rain,medium,car,standard,17.65,4,15,6.23,5,1,69,0,45.8,93.8,0.149,3.1,1
FDS-700560,2025-01-14T23:40:00,Austin,pizza,clear,medium,car,standard,31.49,2,34,7.56,4.63,1,59,16,71.1,117.7,0.127,2.31,1
FDS-700561,2025-01-15T00:15:00,Seattle,thai,rain,high,scooter,priority,31.07,5,22,4.81,4.94,1,17,12,41.7,70.3,0.151,2.98,1
FDS-700562,2025-01-15T00:50:00,Atlanta,mexican,rain,high,scooter,standard,36.21,3,20,7.62,4.86,1,25,17,58.0,95.6,0.078,3.27,1
FDS-700563,2025-01-15T01:25:00,Austin,pizza,clear,low,scooter,standard,20.71,4,20,1.52,4.59,1,27,9,31.5,36.4,0.143,4.84,0
FDS-700564,2025-01-15T02:00:00,Atlanta,pizza,clear,high,car,standard,28.07,3,27,4.58,4.6,1,30,12,52.0,72.1,0.05,3.71,1
FDS-700565,2025-01-15T02:35:00,Phoenix,burger,rain,medium,bike,standard,32.65,3,23,5.84,4.87,1,61,2,53.2,96.3,0.107,2.84,1
FDS-700566,2025-01-15T03:10:00,Phoenix,sushi,cold,high,car,standard,23.52,2,23,5.97,4.61,2,84,14,53.1,109.9,0.059,2.76,1
FDS-700567,2025-01-15T03:45:00,Chicago,salad,rain,medium,scooter,priority,44.24,2,15,5.93,4.75,1,52,6,41.1,77.8,0.11,3.77,1
FDS-700568,2025-01-15T04:20:00,Seattle,indian,rain,low,scooter,standard,13.4,5,21,6.29,4.82,2,36,14,54.4,89.3,0.146,2.99,1
FDS-700569,2025-01-15T04:55:00,Austin,sushi,heatwave,medium,car,standard,21.36,6,22,0.4,4.53,1,8,6,30.8,39.5,0.197,4.21,0
FDS-700570,2025-01-15T05:30:00,Atlanta,indian,rain,severe,scooter,standard,24.84,5,33,3.04,4.59,1,53,4,51.4,109.9,0.02,2.62,1
FDS-700571,2025-01-15T06:05:00,Austin,pizza,storm,severe,car,standard,9.38,2,19,6.61,4.96,1,37,18,51.8,109.2,0.121,2.77,1
FDS-700572,2025-01-15T06:40:00,Chicago,mexican,rain,high,car,scheduled,33.45,5,33,4.84,4.71,1,29,11,62.9,106.4,0.147,3.5,1
FDS-700573,2025-01-15T07:15:00,Austin,salad,clear,low,bike,scheduled,19.54,4,27,6.03,4.34,1,36,10,61.6,83.6,0.125,3.02,1
FDS-700574,2025-01-15T07:50:00,Chicago,sushi,heatwave,medium,car,standard,33.6,3,20,6.23,4.79,1,66,18,52.7,102.9,0.087,3.16,1
FDS-700575,2025-01-15T08:25:00,Atlanta,salad,rain,medium,bike,scheduled,31.21,2,22,4.61,5,1,36,7,49.2,85.0,0.139,3.47,1
FDS-700576,2025-01-15T09:00:00,New York,pizza,heatwave,low,bike,standard,31.47,4,29,5.6,4.3,1,70,7,58.4,90.7,0.214,2.64,1
FDS-700577,2025-01-15T09:35:00,New York,sushi,storm,low,walker,scheduled,13.8,4,29,1.39,4.95,2,37,0,42.3,80.3,0.113,2.89,1
FDS-700578,2025-01-15T10:10:00,New York,indian,clear,medium,bike,standard,41.07,7,39,2.47,4.62,2,50,13,55.7,94.7,0.02,2.61,1
FDS-700579,2025-01-15T10:45:00,New York,sushi,rain,medium,bike,standard,20.18,5,23,6.26,4.81,1,30,9,53.9,88.3,0.104,2.99,1
FDS-700580,2025-01-15T11:20:00,Atlanta,salad,rain,high,bike,standard,38.08,2,15,5.41,4.5,1,32,7,45.5,76.0,0.125,2.99,1
FDS-700581,2025-01-15T11:55:00,New York,pizza,clear,high,scooter,scheduled,33.67,7,31,5.59,4.71,1,55,8,61.8,104.6,0.112,3.24,1
FDS-700582,2025-01-15T12:30:00,Seattle,salad,clear,medium,walker,priority,33.93,4,22,9.03,4.93,1,48,4,59.0,108.1,0.148,2.94,1
FDS-700583,2025-01-15T13:05:00,Austin,mexican,heatwave,high,car,standard,28.19,4,20,0.4,4.95,1,75,9,26.2,78.6,0.02,3.72,1
FDS-700584,2025-01-15T13:40:00,Atlanta,mexican,cold,high,scooter,priority,15.7,6,26,5.91,5,1,59,8,52.8,95.2,0.076,2.77,1
FDS-700585,2025-01-15T14:15:00,Chicago,mexican,rain,medium,car,standard,21.34,6,26,3.02,4.5,1,58,18,45.3,92.4,0.086,2.86,1
FDS-700586,2025-01-15T14:50:00,Phoenix,pizza,clear,medium,car,standard,33.9,3,22,7.69,4.59,2,74,15,60.0,98.6,0.077,3.26,1
FDS-700587,2025-01-15T15:25:00,Austin,salad,clear,severe,walker,standard,30.82,3,15,4.96,4.7,2,48,5,39.9,76.7,0.02,2.96,1
FDS-700588,2025-01-15T16:00:00,Seattle,sushi,clear,high,scooter,priority,11.92,3,28,5.8,4.61,1,32,19,54.1,94.5,0.069,3.4,1
FDS-700589,2025-01-15T16:35:00,Chicago,burger,heatwave,medium,bike,standard,30.49,4,29,5.19,4.97,1,34,12,57.5,95.0,0.02,3.28,1
FDS-700590,2025-01-15T17:10:00,Atlanta,burger,heatwave,low,car,scheduled,31.17,6,22,7.87,4.61,1,35,15,64.4,91.3,0.111,3.67,1
FDS-700591,2025-01-15T17:45:00,Phoenix,indian,cold,high,car,priority,31.82,2,20,5.15,4.84,1,35,5,42.0,71.6,0.121,3.32,1
FDS-700592,2025-01-15T18:20:00,Austin,sushi,rain,high,car,standard,32.9,3,16,1.02,4.5,1,30,6,23.9,56.7,0.09,3.35,1
FDS-700593,2025-01-15T18:55:00,Chicago,sushi,clear,medium,bike,standard,35.97,5,24,3.07,4.68,1,19,7,40.1,57.4,0.111,3.16,1
FDS-700594,2025-01-15T19:30:00,New York,thai,clear,high,bike,standard,43.11,3,18,5.7,4.58,1,45,5,48.6,81.6,0.106,2.78,1
FDS-700595,2025-01-15T20:05:00,Atlanta,burger,storm,medium,scooter,standard,29.13,5,29,5.22,4.9,2,27,0,56.7,80.3,0.158,3.62,1
FDS-700596,2025-01-15T20:40:00,Austin,indian,rain,medium,scooter,priority,23.11,2,16,0.4,4.55,1,37,10,18,46.8,0.097,3.41,1
FDS-700597,2025-01-15T21:15:00,Atlanta,indian,clear,medium,scooter,scheduled,35.83,3,23,4.04,4.87,1,51,15,47.9,75.9,0.025,2.99,1
FDS-700598,2025-01-15T21:50:00,Atlanta,burger,clear,low,bike,standard,43.24,4,27,6.4,4.88,2,47,9,60.6,77.8,0.134,4.13,1
FDS-700599,2025-01-15T22:25:00,Seattle,salad,cold,medium,car,priority,27.17,2,13,10.3,4.66,1,49,18,57.0,94.8,0.104,2.83,1
FDS-700600,2025-01-15T23:00:00,Chicago,thai,clear,medium,walker,standard,34.24,5,25,8.79,4.92,1,30,20,65.4,124.8,0.116,2.73,1
FDS-700601,2025-01-15T23:35:00,Atlanta,mexican,heatwave,high,walker,standard,23.38,1,8,3.13,4.73,1,69,2,24.5,76.9,0.075,2.53,1
FDS-700602,2025-01-16T00:10:00,New York,mexican,storm,severe,car,priority,33.34,3,22,0.82,4.65,1,49,11,27.0,85.6,0.117,2.86,1
FDS-700603,2025-01-16T00:45:00,Seattle,indian,cold,medium,car,standard,27.78,4,23,4.84,4.64,1,66,18,50.4,86.3,0.197,2.83,1
FDS-700604,2025-01-16T01:20:00,New York,burger,clear,medium,car,priority,38.49,4,36,1.23,4.56,2,61,18,43.5,82.1,0.114,2.84,1
FDS-700605,2025-01-16T01:55:00,Seattle,mexican,rain,severe,bike,standard,26.08,2,24,2.84,4.18,1,38,18,43.4,95.2,0.049,3.1,1
FDS-700606,2025-01-16T02:30:00,New York,salad,clear,low,car,scheduled,27.3,3,28,3.8,4.9,1,35,14,50.0,79.3,0.118,3.01,1
FDS-700607,2025-01-16T03:05:00,Phoenix,sushi,cold,medium,walker,scheduled,31.82,4,17,4.95,4.57,2,61,20,44.8,98.3,0.11,2.86,1
FDS-700608,2025-01-16T03:40:00,Seattle,burger,heatwave,low,car,standard,19.8,2,16,1.09,4.21,1,47,5,24.3,48.1,0.159,3.33,1
FDS-700609,2025-01-16T04:15:00,Atlanta,indian,heatwave,medium,car,priority,17.51,4,24,6.66,4.45,1,62,16,53.7,101.1,0.132,2.78,1
FDS-700610,2025-01-16T04:50:00,Austin,sushi,clear,high,scooter,priority,49.85,3,21,6.58,4.22,1,39,9,47.9,80.7,0.091,2.75,1
FDS-700611,2025-01-16T05:25:00,Chicago,sushi,heatwave,medium,car,standard,32.58,1,13,0.64,4.56,2,53,14,19.1,61.9,0.101,2.89,1
FDS-700612,2025-01-16T06:00:00,Chicago,thai,clear,medium,scooter,scheduled,14.2,3,22,6.41,4.56,1,8,0,54.8,52.6,0.083,3.71,0
FDS-700613,2025-01-16T06:35:00,New York,mexican,rain,medium,car,standard,27.41,4,24,7.53,5,1,75,5,63.0,102.5,0.028,2.8,1
FDS-700614,2025-01-16T07:10:00,Chicago,burger,cold,high,car,standard,35.3,3,27,4.53,4.77,1,37,5,49.5,72.8,0.154,3.16,1
FDS-700615,2025-01-16T07:45:00,Phoenix,thai,heatwave,high,car,standard,19.41,1,13,6.56,4.56,1,35,3,46.0,84.8,0.101,2.57,1
FDS-700616,2025-01-16T08:20:00,Atlanta,sushi,cold,high,scooter,standard,49.44,3,19,5.82,4.86,1,8,4,48.1,59.5,0.155,2.87,1
FDS-700617,2025-01-16T08:55:00,Seattle,burger,clear,medium,walker,standard,10.85,3,14,2.75,4.67,1,30,9,31.2,60.8,0.035,3.77,1
FDS-700618,2025-01-16T09:30:00,Chicago,thai,rain,medium,car,standard,59.98,1,23,5.81,4.72,1,87,11,51.6,103.8,0.02,3.07,1
FDS-700619,2025-01-16T10:05:00,Austin,pizza,clear,low,bike,scheduled,39.44,4,11,7.21,4.8,1,17,8,50.0,71.9,0.076,3.35,1
